2015;10.000000
2015;20.000000
2015;30.000000
2015;40.000000
2015;50.000000
2015;60.000000
2015;70.000000
2015;80.000000
2015;90.000000
2015;100.000000
2015;10.000000
2015;20.000000
2015;30.000000
2015;40.000000
2015;50.000000
2015;60.000000
2015;70.000000
2015;80.000000
2015;90.000000
2015;100.000000
2015;10.000000
2015;20.000000
2015;30.000000
2015;40.000000
2015;50.000000
2015;60.000000
2015;70.000000
2015;80.000000
2015;90.000000
2015;100.000000
2015;10.000000
2015;20.000000
2015;30.000000
2015;40.000000
2015;50.000000
2015;60.000000
2015;70.000000
2015;80.000000
2015;90.000000
2015;100.000000
